trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1793,False,"{'a': 0.005, 'e': 0.896151049332491}",25,0,-152.68346588725967,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
1794,False,"{'a': 0.005, 'e': 0.8983585839090317}",30,0,-145.03069286457443,"{0: 17, 1: 1, 2: 10, 3: 1, 4: 1}",0
1795,False,"{'a': 0.005, 'e': 0.9005436595677633}",20,0,-111.55798746376234,"{0: 12, 1: 3, 2: 1, 3: 3, 4: 1}",0
1796,False,"{'a': 0.005, 'e': 0.9027062216819098}",20,0,-55.03924158867899,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
1797,False,"{'a': 0.005, 'e': 0.9048462161875294}",20,0,-202.4620914169318,"{0: 9, 1: 0, 2: 7, 3: 1, 4: 3}",0
1798,False,"{'a': 0.005, 'e': 0.9069635895848724}",30,0,-118.29395360888955,"{0: 19, 1: 6, 2: 3, 3: 0, 4: 2}",0
1799,False,"{'a': 0.005, 'e': 0.9090582889397134}",25,0,-129.06383096071986,"{0: 16, 1: 3, 2: 2, 3: 2, 4: 2}",0
1800,False,"{'a': 0.005, 'e': 0.9111302618846769}",30,5,-153.8450348215694,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",1
1801,False,"{'a': 0.005, 'e': 0.9131794566205488}",30,0,-90.40380278997938,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
1802,False,"{'a': 0.005, 'e': 0.9152058219175658}",35,0,-111.32118987330047,"{0: 23, 1: 2, 2: 8, 3: 2, 4: 0}",0
1803,False,"{'a': 0.005, 'e': 0.9172093071167025}",20,0,-110.02134518383944,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
1804,False,"{'a': 0.005, 'e': 0.9191898621309318}",25,0,-116.58544156783343,"{0: 12, 1: 8, 2: 3, 3: 1, 4: 1}",0
1805,False,"{'a': 0.005, 'e': 0.921147437446483}",25,0,-153.39956493875755,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
1806,False,"{'a': 0.005, 'e': 0.9230819841240738}",20,7,-42.21812006849986,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 0}",1
1807,False,"{'a': 0.005, 'e': 0.9249934538001392}",20,0,-134.4122695829593,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
1808,False,"{'a': 0.005, 'e': 0.9268817986880364}",20,0,-73.85152585540007,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
1809,False,"{'a': 0.005, 'e': 0.9287469715792408}",35,0,-282.2429418452377,"{0: 15, 1: 4, 2: 10, 3: 3, 4: 3}",0
1810,False,"{'a': 0.005, 'e': 0.9305889258445285}",20,0,-124.65767563408652,"{0: 11, 1: 3, 2: 2, 3: 3, 4: 1}",0
1811,False,"{'a': 0.005, 'e': 0.9324076154351376}",25,0,-30.440641998727152,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
1812,False,"{'a': 0.005, 'e': 0.9342029948839243}",20,0,-115.22688916317959,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
1813,False,"{'a': 0.005, 'e': 0.9359750193064946}",25,16,-37.923047357698664,"{0: 5, 1: 1, 2: 2, 3: 1, 4: 0}",1
1814,False,"{'a': 0.005, 'e': 0.9377236444023316}",25,0,-162.36443865666686,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
1815,False,"{'a': 0.005, 'e': 0.9394488264558982}",20,0,-77.31527686490418,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
1816,False,"{'a': 0.005, 'e': 0.9411505223377324}",20,0,-47.94962611920956,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
1817,False,"{'a': 0.005, 'e': 0.9428286895055271}",25,0,-116.19139337457703,"{0: 15, 1: 7, 2: 1, 3: 0, 4: 2}",0
1818,False,"{'a': 0.005, 'e': 0.944483286005189}",25,0,-59.8424703365705,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
1819,False,"{'a': 0.005, 'e': 0.9461142704718933}",25,0,-69.63428154373372,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
1820,False,"{'a': 0.005, 'e': 0.9477216021311119}",20,0,-122.28424527294823,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
1821,False,"{'a': 0.005, 'e': 0.9493052407996383}",25,0,-89.70838642619353,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
1822,False,"{'a': 0.005, 'e': 0.950865146886587}",25,13,-58.710158510616786,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
1823,False,"{'a': 0.005, 'e': 0.9524012813943883}",20,0,-133.24195246733626,"{0: 8, 1: 2, 2: 9, 3: 0, 4: 1}",0
1824,False,"{'a': 0.005, 'e': 0.9539136059197589}",30,0,-178.04952922116414,"{0: 21, 1: 1, 2: 3, 3: 2, 4: 3}",0
1825,False,"{'a': 0.005, 'e': 0.9554020826546641}",20,0,-53.40757055000963,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
1826,False,"{'a': 0.005, 'e': 0.9568666743872638}",20,0,-92.3863765709643,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
1827,False,"{'a': 0.005, 'e': 0.95830734450284}",20,0,-54.5400298618012,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
1828,False,"{'a': 0.005, 'e': 0.9597240569847161}",30,0,-124.04129972414822,"{0: 20, 1: 1, 2: 4, 3: 5, 4: 0}",0
1829,False,"{'a': 0.005, 'e': 0.9611167764151526}",20,3,-34.156282034132346,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
1830,False,"{'a': 0.005, 'e': 0.9624854679762374}",30,0,-189.79872545453367,"{0: 15, 1: 6, 2: 5, 3: 2, 4: 2}",0
1831,False,"{'a': 0.005, 'e': 0.9638300974507515}",20,0,-112.48784676599169,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
1832,False,"{'a': 0.005, 'e': 0.9651506312230295}",30,0,-197.70018019600528,"{0: 19, 1: 1, 2: 6, 3: 0, 4: 4}",0
1833,False,"{'a': 0.005, 'e': 0.966447036279795}",20,0,-76.04248109540785,"{0: 9, 1: 7, 2: 3, 3: 1, 4: 0}",0
1834,False,"{'a': 0.005, 'e': 0.9677192802109889}",20,0,-88.81790715648506,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
1835,False,"{'a': 0.005, 'e': 0.9689673312105799}",30,0,-206.40245786607073,"{0: 14, 1: 6, 2: 7, 3: 0, 4: 3}",0
1836,False,"{'a': 0.005, 'e': 0.9701911580773572}",25,0,-85.76885436315712,"{0: 11, 1: 8, 2: 6, 3: 0, 4: 0}",0
1837,False,"{'a': 0.005, 'e': 0.9713907302157138}",25,0,-211.63906331987133,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 5}",0
1838,False,"{'a': 0.005, 'e': 0.9725660176364077}",20,13,-6.240840736044972,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
1839,False,"{'a': 0.005, 'e': 0.9737169909573157}",25,0,-60.758173543516634,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
1840,False,"{'a': 0.005, 'e': 0.974843621404164}",20,0,-78.34465055404017,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
1841,False,"{'a': 0.005, 'e': 0.9759458808112499}",20,0,-69.96320974249254,"{0: 9, 1: 6, 2: 5, 3: 0, 4: 0}",0
1842,False,"{'a': 0.005, 'e': 0.9770237416221464}",25,0,-65.14322025743388,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
1843,False,"{'a': 0.005, 'e': 0.9780771768903885}",25,0,-302.14695099052597,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 6}",0
1844,False,"{'a': 0.005, 'e': 0.9791061602801503}",30,0,-134.92674708338393,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
1845,False,"{'a': 0.005, 'e': 0.9801106660668998}",30,13,-29.30253058033443,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 0}",1
1846,False,"{'a': 0.005, 'e': 0.9810906691380453}",20,0,-131.66295285185308,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
1847,False,"{'a': 0.005, 'e': 0.9820461449935606}",25,0,-81.47579879621081,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
1848,False,"{'a': 0.005, 'e': 0.9829770697465994}",20,0,-138.2040566894352,"{0: 10, 1: 0, 2: 7, 3: 2, 4: 1}",0
1849,False,"{'a': 0.005, 'e': 0.9838834201240912}",35,0,-313.6027588027279,"{0: 18, 1: 5, 2: 5, 3: 1, 4: 6}",0
1850,False,"{'a': 0.005, 'e': 0.9847651734673236}",20,0,-141.4589662786592,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
1851,False,"{'a': 0.005, 'e': 0.9856223077325094}",20,0,-31.68918326719671,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
1852,False,"{'a': 0.005, 'e': 0.986454801491336}",25,0,-110.7291064693515,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
1853,False,"{'a': 0.005, 'e': 0.9872626339315035}",20,0,-59.04702604461713,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
1854,False,"{'a': 0.005, 'e': 0.9880457848572423}",20,0,-92.20168136877734,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
1855,False,"{'a': 0.005, 'e': 0.9888042346898205}",20,0,-165.99573515371839,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 4}",0
1856,False,"{'a': 0.005, 'e': 0.9895379644680314}",20,0,-54.037023698149994,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
1857,False,"{'a': 0.005, 'e': 0.9902469558486693}",25,0,-114.83993492097969,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
1858,False,"{'a': 0.005, 'e': 0.9909311911069864}",25,9,-19.993064168919744,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 0}",1
1859,False,"{'a': 0.005, 'e': 0.9915906531371363}",35,0,-88.36201687315629,"{0: 24, 1: 5, 2: 5, 3: 0, 4: 1}",0
1860,False,"{'a': 0.005, 'e': 0.9922253254526034}",20,0,-140.93049299454825,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
1861,False,"{'a': 0.005, 'e': 0.9928351921866124}",20,0,-109.97840184330097,"{0: 10, 1: 5, 2: 2, 3: 2, 4: 1}",0
1862,False,"{'a': 0.005, 'e': 0.9934202380925271}",25,0,-167.97361740348614,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
1863,False,"{'a': 0.005, 'e': 0.9939804485442298}",30,0,-160.9216056160566,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
1864,False,"{'a': 0.005, 'e': 0.9945158095364889}",20,0,-60.00687085020842,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
1865,False,"{'a': 0.005, 'e': 0.9950263076853072}",25,12,-10.291134885905983,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
1866,False,"{'a': 0.005, 'e': 0.9955119302282575}",25,0,-36.2521200529589,"{0: 16, 1: 6, 2: 3, 3: 0, 4: 0}",0
1867,False,"{'a': 0.005, 'e': 0.9959726650248016}",20,0,-24.93201359279307,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
1868,False,"{'a': 0.005, 'e': 0.9964085005565937}",25,0,-136.18025361395487,"{0: 13, 1: 3, 2: 5, 3: 4, 4: 0}",0
1869,False,"{'a': 0.005, 'e': 0.9968194259277682}",20,0,-111.42476357582453,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
1870,False,"{'a': 0.005, 'e': 0.997205430865212}",20,0,-82.15378152431559,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
1871,False,"{'a': 0.005, 'e': 0.9975665057188219}",25,0,-208.95252687888524,"{0: 11, 1: 3, 2: 7, 3: 1, 4: 3}",0
1872,False,"{'a': 0.005, 'e': 0.9979026414617453}",20,15,0.3771198312703148,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1873,False,"{'a': 0.005, 'e': 0.9982138296906065}",25,0,-226.53311955131127,"{0: 12, 1: 0, 2: 6, 3: 5, 4: 2}",0
1874,False,"{'a': 0.005, 'e': 0.9985000626257156}",20,0,-83.02016562388864,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
1875,False,"{'a': 0.005, 'e': 0.998761333111264}",20,0,-162.96178806834038,"{0: 8, 1: 2, 2: 8, 3: 0, 4: 2}",0
1876,False,"{'a': 0.005, 'e': 0.9989976346155036}",25,0,-215.87717764498484,"{0: 11, 1: 1, 2: 8, 3: 3, 4: 2}",0
1877,False,"{'a': 0.005, 'e': 0.9992089612309089}",20,0,-59.595234270973634,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
1878,False,"{'a': 0.005, 'e': 0.9993953076743255}",25,7,-82.71232481938996,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 2}",1
1879,False,"{'a': 0.005, 'e': 0.999556669287102}",20,0,-182.34369033941272,"{0: 8, 1: 4, 2: 5, 3: 0, 4: 3}",0
1880,False,"{'a': 0.005, 'e': 0.9996930420352065}",20,0,-76.18656206607041,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
1881,False,"{'a': 0.005, 'e': 0.9998044225093274}",25,0,-159.33745744982033,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
1882,False,"{'a': 0.005, 'e': 0.9998908079249588}",25,0,-167.11663397559087,"{0: 12, 1: 0, 2: 10, 3: 2, 4: 1}",0
1883,False,"{'a': 0.005, 'e': 0.9999521961224695}",30,0,-154.06811345363525,"{0: 18, 1: 3, 2: 6, 3: 1, 4: 2}",0
1884,False,"{'a': 0.005, 'e': 0.9999885855671581}",20,0,-90.70919861861564,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
1885,False,"{'a': 0.005, 'e': 0.9999999753492901}",20,0,-115.79118138420384,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
1886,False,"{'a': 0.005, 'e': 0.9999863651841218}",30,0,-144.933961183332,"{0: 19, 1: 1, 2: 6, 3: 3, 4: 1}",0
1887,False,"{'a': 0.005, 'e': 0.9999477554119063}",20,0,-172.18307031948103,"{0: 7, 1: 4, 2: 6, 3: 1, 4: 2}",0
1888,False,"{'a': 0.005, 'e': 0.9998841469978862}",20,0,-121.29111015081143,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
1889,False,"{'a': 0.005, 'e': 0.9997955415322684}",20,0,-92.03248939354127,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
1890,False,"{'a': 0.005, 'e': 0.9996819412301848}",20,0,-103.17515941581692,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
1891,False,"{'a': 0.005, 'e': 0.9995433489316373}",25,9,-67.5664389181093,"{0: 10, 1: 3, 2: 1, 3: 1, 4: 1}",1
1892,False,"{'a': 0.005, 'e': 0.999379768101426}",20,0,-69.62198152783873,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
1893,False,"{'a': 0.005, 'e': 0.9991912028290632}",25,0,-177.92357300242026,"{0: 12, 1: 4, 2: 5, 3: 2, 4: 2}",0
1894,False,"{'a': 0.005, 'e': 0.9989776578286707}",20,0,-76.4573827051324,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
1895,False,"{'a': 0.005, 'e': 0.9987391384388626}",25,0,-210.97981586168186,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 4}",0
1896,False,"{'a': 0.005, 'e': 0.9984756506226111}",25,0,-123.38536769585758,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
1897,False,"{'a': 0.005, 'e': 0.9981872009670981}",20,0,-80.56632531177621,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
1898,False,"{'a': 0.005, 'e': 0.9978737966835496}",20,11,-49.82405152697279,"{0: 4, 1: 1, 2: 3, 3: 1, 4: 0}",1
1899,False,"{'a': 0.005, 'e': 0.9975354456070566}",25,0,-150.5866370147383,"{0: 12, 1: 3, 2: 7, 3: 2, 4: 1}",0
1900,False,"{'a': 0.005, 'e': 0.9971721561963784}",25,0,-42.968654809537774,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
1901,False,"{'a': 0.005, 'e': 0.9967839375337313}",20,0,-90.49594080028292,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
1902,False,"{'a': 0.005, 'e': 0.9963707993245617}",20,0,-167.16377295471256,"{0: 6, 1: 3, 2: 8, 3: 2, 4: 1}",0
1903,False,"{'a': 0.005, 'e': 0.9959327518973031}",25,0,-184.44694405468562,"{0: 13, 1: 2, 2: 5, 3: 3, 4: 2}",0
1904,False,"{'a': 0.005, 'e': 0.9954698062031188}",20,2,-45.624263247292205,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 0}",1
1905,False,"{'a': 0.005, 'e': 0.9949819738156265}",25,0,-108.61329305317993,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
1906,False,"{'a': 0.005, 'e': 0.9944692669306109}",20,0,-43.77348837171316,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
1907,False,"{'a': 0.005, 'e': 0.993931698365717}",20,0,-135.9599273461453,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 3}",0
1908,False,"{'a': 0.005, 'e': 0.9933692815601314}",20,0,-76.4922053823003,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
1909,False,"{'a': 0.005, 'e': 0.9927820305742447}",20,0,-82.74537685466744,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
1910,False,"{'a': 0.005, 'e': 0.9921699600893009}",25,0,-79.92472883568745,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
1911,False,"{'a': 0.005, 'e': 0.9915330854070307}",20,0,-181.38367360028855,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",0
1912,False,"{'a': 0.005, 'e': 0.9908714224492672}",30,0,-141.9655588572434,"{0: 21, 1: 0, 2: 5, 3: 2, 4: 2}",0
1913,False,"{'a': 0.005, 'e': 0.9901849877575506}",20,0,-195.6806186957638,"{0: 8, 1: 2, 2: 6, 3: 1, 4: 3}",0
1914,False,"{'a': 0.005, 'e': 0.989473798492712}",20,0,-82.18726169332074,"{0: 11, 1: 4, 2: 3, 3: 2, 4: 0}",0
1915,False,"{'a': 0.005, 'e': 0.988737872434446}",20,0,-238.54902813980678,"{0: 6, 1: 3, 2: 5, 3: 3, 4: 3}",0
1916,False,"{'a': 0.005, 'e': 0.9879772279808662}",25,0,-80.92537351602557,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
1917,False,"{'a': 0.005, 'e': 0.9871918841480437}",30,0,-114.31646688059139,"{0: 19, 1: 2, 2: 8, 3: 0, 4: 1}",0
1918,False,"{'a': 0.005, 'e': 0.986381860569534}",20,0,-154.28773489775634,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
1919,False,"{'a': 0.005, 'e': 0.9855471774958837}",20,0,-163.1473980546695,"{0: 8, 1: 0, 2: 10, 3: 0, 4: 2}",0
1920,False,"{'a': 0.005, 'e': 0.984687855794127}",25,0,-155.59213694391042,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
1921,False,"{'a': 0.005, 'e': 0.9838039169472608}",20,0,-137.8867358558827,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
1922,False,"{'a': 0.005, 'e': 0.982895383053711}",25,0,-194.02395988509193,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 4}",0
1923,False,"{'a': 0.005, 'e': 0.981962276826777}",20,0,-94.93362217313334,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
1924,False,"{'a': 0.005, 'e': 0.9810046215940661}",25,0,-203.60136601227083,"{0: 12, 1: 3, 2: 6, 3: 1, 4: 3}",0
1925,False,"{'a': 0.005, 'e': 0.9800224412969096}",25,0,-75.1371040716326,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
1926,False,"{'a': 0.005, 'e': 0.9790157604897632}",20,0,-59.2983682265672,"{0: 12, 1: 5, 2: 1, 3: 2, 4: 0}",0
1927,False,"{'a': 0.005, 'e': 0.9779846043395953}",20,9,-113.77815363456521,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 2}",1
1928,False,"{'a': 0.005, 'e': 0.9769289986252552}",30,0,-93.24952747539406,"{0: 19, 1: 3, 2: 6, 3: 2, 4: 0}",0
1929,False,"{'a': 0.005, 'e': 0.9758489697368314}",20,0,-17.914967653397667,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
1930,False,"{'a': 0.005, 'e': 0.9747445446749893}",25,0,-32.400792325557774,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
1931,False,"{'a': 0.005, 'e': 0.9736157510502986}",20,0,-121.84468728047966,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
1932,False,"{'a': 0.005, 'e': 0.9724626170825404}",20,0,-39.01674506963383,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
1933,False,"{'a': 0.005, 'e': 0.9712851716000042}",20,0,-107.52489091214278,"{0: 12, 1: 3, 2: 1, 3: 3, 4: 1}",0
1934,False,"{'a': 0.005, 'e': 0.9700834440387661}",30,0,-94.04548515507702,"{0: 18, 1: 4, 2: 7, 3: 1, 4: 0}",0
1935,False,"{'a': 0.005, 'e': 0.9688574644419518}",35,0,-117.99013325529874,"{0: 23, 1: 7, 2: 3, 3: 0, 4: 2}",0
1936,False,"{'a': 0.005, 'e': 0.9676072634589881}",20,0,-105.89134039748146,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
1937,False,"{'a': 0.005, 'e': 0.9663328723448336}",25,0,-53.05684749403666,"{0: 17, 1: 5, 2: 2, 3: 1, 4: 0}",0
1938,False,"{'a': 0.005, 'e': 0.9650343229592008}",25,0,-141.32561250944428,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
1939,False,"{'a': 0.005, 'e': 0.9637116477657557}",20,0,-65.30945104220484,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
1940,False,"{'a': 0.005, 'e': 0.9623648798313098}",30,14,-84.31958456529024,"{0: 9, 1: 0, 2: 6, 3: 0, 4: 1}",1
1941,False,"{'a': 0.005, 'e': 0.9609940528249916}",20,0,-34.41211338739328,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
1942,False,"{'a': 0.005, 'e': 0.9595992010174041}",25,0,-130.97295489666763,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
1943,False,"{'a': 0.005, 'e': 0.9581803592797707}",20,0,-60.73747968400048,"{0: 11, 1: 6, 2: 2, 3: 1, 4: 0}",0
1944,False,"{'a': 0.005, 'e': 0.95673756308306}",20,0,-109.10758470269833,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
1945,False,"{'a': 0.005, 'e': 0.9552708484971029}",30,0,-180.62491328285515,"{0: 14, 1: 7, 2: 4, 3: 4, 4: 1}",0
1946,False,"{'a': 0.005, 'e': 0.9537802521896863}",30,0,-262.6001655142399,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 5}",0
1947,False,"{'a': 0.005, 'e': 0.9522658114256417}",25,0,-88.29098116131854,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
1948,False,"{'a': 0.005, 'e': 0.9507275640659079}",30,0,-149.29357533106287,"{0: 19, 1: 3, 2: 4, 3: 2, 4: 2}",0
1949,False,"{'a': 0.005, 'e': 0.9491655485665895}",20,4,-60.8511571675046,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 1}",1
1950,False,"{'a': 0.005, 'e': 0.9475798039779932}",20,0,-156.78063731670312,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
1951,False,"{'a': 0.005, 'e': 0.9459703699436499}",20,0,-48.559697398436235,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
1952,False,"{'a': 0.005, 'e': 0.9443372866993279}",20,0,-69.76305512902347,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 0}",0
1953,False,"{'a': 0.005, 'e': 0.9426805950720221}",20,0,-99.46951545923446,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
1954,False,"{'a': 0.005, 'e': 0.9410003364789378}",25,0,-114.6756496564283,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
1955,False,"{'a': 0.005, 'e': 0.9392965529264514}",30,0,-31.42196862107947,"{0: 23, 1: 2, 2: 5, 3: 0, 4: 0}",0
1956,False,"{'a': 0.005, 'e': 0.9375692870090642}",30,0,-125.37541729491309,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
1957,False,"{'a': 0.005, 'e': 0.9358185819083327}",30,9,-47.52952917959672,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 1}",1
1958,False,"{'a': 0.005, 'e': 0.9340444813917941}",25,0,-152.39720189630629,"{0: 12, 1: 4, 2: 7, 3: 0, 4: 2}",0
1959,False,"{'a': 0.005, 'e': 0.9322470298118694}",20,3,-105.69897510513027,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 2}",1
1960,False,"{'a': 0.005, 'e': 0.9304262721047533}",25,0,-109.3765446467166,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
1961,False,"{'a': 0.005, 'e': 0.9285822537892948}",20,0,-82.13149602194328,"{0: 9, 1: 6, 2: 4, 3: 1, 4: 0}",0
1962,False,"{'a': 0.005, 'e': 0.9267150209658546}",30,0,-66.45136253829484,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
1963,False,"{'a': 0.005, 'e': 0.9248246203151573}",20,3,-88.4402828907059,"{0: 10, 1: 0, 2: 6, 3: 0, 4: 1}",1
1964,False,"{'a': 0.005, 'e': 0.9229110990971193}",20,0,-96.67624092019368,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
1965,False,"{'a': 0.005, 'e': 0.9209745051496722}",20,0,-139.28931020408837,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",0
1966,False,"{'a': 0.005, 'e': 0.9190148868875644}",35,0,-165.26080292246743,"{0: 23, 1: 3, 2: 4, 3: 3, 4: 2}",0
1967,False,"{'a': 0.005, 'e': 0.917032293301149}",25,0,-144.010778187658,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
1968,False,"{'a': 0.005, 'e': 0.9150267739551639}",20,0,-3.696057329997273,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1969,False,"{'a': 0.005, 'e': 0.9129983789874867}",30,0,-128.64055395253556,"{0: 17, 1: 8, 2: 1, 3: 3, 4: 1}",0
1970,False,"{'a': 0.005, 'e': 0.9109471591078876}",20,12,3.2352554784461702,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
1971,False,"{'a': 0.005, 'e': 0.9088731655967551}",25,0,-110.28079974498378,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
1972,False,"{'a': 0.005, 'e': 0.9067764503038206}",25,1,-59.853421754501305,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 0}",1
1973,False,"{'a': 0.005, 'e': 0.9046570656468557}",20,0,-98.31955125624228,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
